PUBLISHER_ID,TYPE_OF_PUBLISHER,PUBLISHER_NAME,ADDRESS1,ADDRESS2,ADDRESS3,CITY,REGION,PROVINCE,POS_CODE,PHONE1,PHONE2,PHONE3,FAX,EMAIL,CONTACT_PERSON,CONTACT_NO,COLLECTION_PER_YEAR,NOTE,IS_ACTIVE,CREATE_DATE_x,CREATE_BY,UPDATE_DATE,CREATE_TERMINAL,UPDATE_BY,UPDATE_TERMINAL,PUBLISHER_GROUP_ID,PUBLISHER_ORG_ID,PUBLISHER_ISBN_ID,admin_phone,PUBLISHER_GROUP_NAME
597,Swasta,Universitas Katolik Parahyangan,"Jalan Ciumbuleuit 94, Bandung 40141 Indonesia",,Bandung,,D.10,D.10-Jawa Barat,,,,,,humas@unpar.ac.id,,,,,0,2015-04-07,,2020-12-04,,,,174.0,2.0,413000186,,Universitas Katolik Parahyangan
597,Swasta,Universitas Katolik Parahyangan,"Jalan Ciumbuleuit 94, Bandung 40141 Indonesia",Jl. Ciumbeleut No. 94,Bandung,,D.10,D.10-Jawa Barat,40141,,,,,humas@unpar.ac.id,,,,,0,2015-04-07,,2020-12-04,,,,174.0,2.0,512000013,622-2033691,Universitas Katolik Parahyangan
1026,Swasta,Qanita,"Jl. Cinambo No. 135, Cisaranten Wetan, Ujungberung, Bandung 40294",Jl. Cinombo 136 Cisaranten Wetan ,Bandung,Bandung,D.10,D.10-Jawa Barat,40294,(022) 7834310,,,(021) 7834311,qanita@mizan.com,,,,,0,2015-04-17,,2020-12-04,,,,376.0,,312000553,62227834310,Qanita
961,Pemerintah,Pemerintah Kabupaten Kuningan,,JL. Siliwangi No. 88 Kuningan,Kuningan,,D.10,D.10-Jawa Barat,,,,,,,,,,,0,2015-04-15,,2020-12-04,,,,351.0,1.0,414000086,62 232 871045 ,Pemerintah Kabupaten Kuningan
1130,Swasta,Little Kaifa,"Jl. Cinambo No. 135, Cisaranten Wetan",Cinambo 135 Cisaranten Wetan,Bandung,Bandung,D.10,D.10-Jawa Barat,40294,022-7834310,,,022-7834311,littlekaifa@mizan.com,,,,,0,2015-04-21,,2020-12-04,,,,400.0,1.0,312000688,(+62) 7834310,Little Kaifa
1011,Swasta,Komunitas Bambu,"Jl. Pala No.48 Beji Timur, Depok",,DEPOK,Depok,D.10,D.10-Jawa Barat,16422,021-77206987,,,,"redaksi.komunitasbambu@gmail.com, info@komunitasbambu.id",,,,,0,2015-04-17,,2020-12-04,,,,370.0,1.0,1216000151,(+62) 2177200978,Komunitas Bambu
1302,Swasta,Dinas Sejarah Angkatan Darat,Jl. Belitung No. 6 Bandung,,BANDUNG,Bandung,D.10,D.10-Jawa Barat,40113,(022) 4205722,,,(022) 42052215,disjarahad_ad@yahoo.com,,,,,1,,,2021-01-07,,198406302019022016,192.168.10.104,467.0,,612000052,224205722,Dinas Sejarah Angkatan Darat
1253,Swasta,Hanfed Institute,"Jl. Bintara Jaya 48 RT.006/03 Kel. Bintara Jaya, Bekasi Barat",Jl. Bintara Jaya No.48 Rt.006/03 Kel. Bintara Jaya ,Bekasi,Bekasi,D.10,D.10-Jawa Barat,17136,,,,,hanfedinstitute@yahoo.co.id,,,,,0,2015-04-24,,2020-12-04,,,,442.0,1.0,812000071,62812 84706465,Hanfed Institute
1758,Swasta,Forda Press,Jln. Gunung Batu No. 5 ,Jl.  Gunung Batu No. 5,Bogor,Bogor,D.10,D.10-Jawa Barat,16610,(0251) 7520093,,,,fordapress@yahoo.co.id,,,,,0,2015-06-26,,2020-12-04,,,,586.0,2.0,713000154,81314147353,Forda Press
1966,Swasta,Goresan Pena,"Jl. Jami, No 230, Sindangjawa, Kadugede, Kuningan, Jawa Barat",,KUNINGAN,Kuningan,D.10,D.10-Jawa Barat,45561,85221422416,,,,goresanpena2012@gmail.com,,,,,1,2015-10-08,,2020-12-04,,,,676.0,1.0,913000014,6285221422416,Goresan Pena
1780,Swasta,Metafor Imagination,Jalan Ahmad Yani No. 817 ,Jl.Amir machmud gg Eman Rt 02 Rw 12 ,Cimahi,Bandung,D.10,D.10-Jawa Barat,40513,08121176256 (marketing),085603040837 (publishing),,,metafor.imagination@gmail.com,,,,,0,2015-06-29,,2020-12-04,,,,590.0,1.0,813000019,62 085603040837,Metafor Imagination
2202,Swasta,Media Pusindo,"Perum Jatijajar Estate Blo D12 No. 1-2, Depok",Perumahan Jatijajar Blok D12 No.1,Depok,Depok,D.10,D.10-Jawa Barat,16451,021-4204402,021-4255354,,021-4214821,mediapusindo@puspa-swara.com,,,,,0,2015-08-28,,2020-12-04,,,,748.0,,117000048,(+62) 2187743430,Puspa Swara
2011,Swasta,Kaifa,"Jl. Cinambo No. 135, (Cisaranten Wetan), Ujungberung, Bandung 40294",Cinambo 135 Cisaranten Wetan,Bandung,Bandung,D.10,D.10-Jawa Barat,40294,(022) 7834310,,,(022) 7834311,kaifa@mizan.com,,,,,1,2015-08-04,,2020-12-04,,,,695.0,1.0,712000064,(+62) 7834310,Mizan Media Utama
2064,Swasta,Media Maxima,Graha Persada Sentosa Blok A4 No. 8 Kaliabang Tengah-Bekasi Jabar 17125,,BEKASI,Bekasi ,D.10,D.10-Jawa Barat,17125,(021) 29084504,,,(021) 29084504,media_maxima@yahoo.co.id,"Thomas Dimas, SS., MPP",85216026226,,,0,2015-08-07,,2020-12-04,,,,715.0,1.0,112000808,(+62) 2129084504,"Media Maxima, PT."
2345,Swasta,Masyarakat Perkelapa-Sawitan Indonesia (MAKSI),Gedong F. Technopark Fateta IPB kampus IPB Darmaga,,Bogor,,D.10,D.10-Jawa Barat,16680,,,,,,,,,,1,2015-09-10,,2020-12-04,,,,789.0,,1113000094,62251 8621560,Masyarakat Perkelapa-Sawitan Indonesia (MAKSI)
2405,Swasta,Pustaka Al-Fikriis,"Komp. PLN, Jl. Moh. Toha No. 176 Lama Bandung 40423",Jl. Moh. Toha NO.176 Lama ,Bandung,Bandung,D.10,D.10-Jawa Barat,40423,(022) 92724763,081221147105 (HP),,(022) 5226739,prc@gmail.com,,,,,0,2015-09-14,,2020-12-04,,,,803.0,1.0,1112000195,6222 92724763,Pustaka Al-Fikriis
2928,Swasta,Pustaka El-Syarif,Jl. Mayor No. 16 Jaka Setia,Jl. Raya Pekayon Pondok Gede-Bekasi Selatan,,Bekasi,D.10,D.10-Jawa Barat,,021-92642980,,,,el.syariif@gmail.com,,,,,0,2015-11-17,,2020-12-04,,,,896.0,2.0,312000333,,Pustaka El-Syarif
2940,Swasta,Mitra Pemuda,,"Jl. Sekar Kemuning, Gg. Teratai No.30, RT.01/RW.03 Kelurahan Karya Mulya Kecamatan Kesambi",Cirebon,,D.10,D.10-Jawa Barat,45135,,,,,,,,,,1,2015-11-18,,2020-12-04,,,,901.0,1.0,1213000140,,Mitra Pemuda
3132,Swasta,Jantera Publishing,Bandung,JL. Dr. Setiabudhi No. 229 Gd. FPIPS Lt.2 Kode Pos 40154,Bandung,Bandung,D.10,D.10-Jawa Barat,,,,,,,,,,,0,2015-12-21,,2020-12-04,,,,947.0,2.0,1015000028,62 22 089505488356,Jantera Publishing
3296,Swasta,UIKA Press,Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Ibn Khaldun Bogor,Jalan KH. Sholeh Iskandar km. 2 Kota Bogor 16162,BOGOR,Bogor,D.10,D.10-Jawa Barat,16162,(0251) 8356884,,,,lppm@uika-bogor.ac.id,,,,,0,2016-01-12,,2020-12-04,,,,976.0,2.0,1214000067,2518356884,UIKA Press
3715,Swasta,Universitas Nusa Bangsa,"Jl. Baru Km 4, Cimanggu, Tnah Sereal-Bogor ",,BOGOR,Bogor,D.10,D.10-Jawa Barat,16166,0251 8340217,,,0251 8340217,nusabangsa@unb.ac.id,,,,,0,2016-04-18,,2020-12-04,,,,1079.0,,1016000074,(+62) 2517544708,Universitas Nusa Bangsa
3563,Swasta,Rajawali Pers,"Jl. Raya Leuwinanggung No. 112, Kel. Leuwinanggung, Kec. Tapos, Kota Depok",,DEPOK,Depok,D.10,D.10-Jawa Barat,16956,,,,,rajawalipers5@gmail.com,,,,,1,,,2021-06-04,,Muh. Dzul Akhyar,192.168.10.133,711.0,,712000129,622184311162,"RajaGrafindo Persada, PT."
13653,Swasta,Murai Kencana,"Jl. Raya Leuwinanggung, Kec. Tapos, Kota Depok 16956",,DEPOK,Depok ,D.10,D.10-Jawa Barat,16956,,,,,rajapers@rajagrafindo.co.id,,,,,0,2019-11-27,,2020-12-04,,,,711.0,,712000130,2184311162,"RajaGrafindo Persada, PT."
3672,Swasta,Universitas Widyatama,"Jl. Cikutra No.204A, Sukapada, Cibeunying Kidul, Kota Bandung",JL. Cikutra No. 204A,Bandung,Bandung,D.10,D.10-Jawa Barat,40125,,,,,,,,,,0,2016-02-12,,2020-12-04,,,,1071.0,2.0,716000019,62 22 7275855 ext. 124,Universitas Widyatama
3462,Swasta,Salamadani,Jl. Pasirwangi No. 1 Pasirluyu  Soekarno-Hatta  Bandung 40254,Jl. Pasirwangi (Pasirluyu) Soekarno Hatta ,Bandung,Bandung,D.10,D.10-Jawa Barat,40254,(022) 5226062,,,(022) 5202714,www.grafindo.co.id,,,,,0,2016-01-25,,2020-12-04,,,,1041.0,1.0,912000257,6222 5226062,"Grafindo Media Pratama, PT."
3924,Swasta,Cintya Press,Jl. Bougenvil IV No. 17 Jakasampurna - Bekasi Barat,Jl. Raya Pasar Minggu No. 2  Komplek Bangdes - Jakarta Selatan,BEKASI,Bekasi,D.10,D.10-Jawa Barat,17145,(021) 44426200,,,,,,,,,0,2016-03-21,,2020-12-04,,,,1097.0,1.0,712000010,(+62) 218855540,Cintya Press
3727,Swasta,Rajawali Cilik,"Jl. Raya Leuwinanggung No. 112, Kel. Leuwinanggung, Kec. Tapos, Depok 16956","Jl. Raya Leuwinanggung, No.112, Kel. Leuwinanggung, Kec. Tapos",Depok,Depok,D.10,D.10-Jawa Barat,16956,021-4520951,,,021-4529409,rajawalipers5@gmail.com,,,,,0,2016-02-17,,2020-12-04,,,,1082.0,1.0,913000158,(021) 84311162,"RajaGrafindo Persada, PT."
6763,Pemerintah,Program Studi Pendidikan Manajemen Bisnis Fakultas Pendidikan Ekonomi dan Bisnis UPI,Jl. Dr. Setiabudhi 229. Bandung,JL.  Dr.Setiabudhi No.229,Bandung,Bandung,D.10,D.10-Jawa Barat,40154,022-2001619,,,022-2001621,admin_fpeb@upi.edu,,,,,0,,,2020-12-04,,,,158.0,,317000043,62 22 2001619,Universitas Pendidikan Indonesia
4711,Pemerintah,Al-Qolam UPI Publisher,"Jl. Dr. Setiabudhi, No. 229,Bandung",,BANDUNG,Bandung,D.10,D.10-Jawa Barat,40154,0857 94931621,,,,divpro.alqolam@gmail.com,,,,,0,2016-08-09,,2020-12-04,,,,158.0,,314000103,85794931621,Universitas Pendidikan Indonesia
11428,Pemerintah,Program Studi Pendidikan Anak Usia Dini Sekolah Pascasarjana Universitas Pendidikan Indonesia,Jl. Dr. Setiabudhi No. 229 Bandung ,Jl. Dr. Setiabudhi No 229 Bandung,Bandung,Bandung,D.10,D.10-Jawa Barat,40154,(022) 2013163,,,,,,,,,1,2019-08-01,,2020-12-04,,,,158.0,1.0,515000037,(+62) 83823256076,Universitas Pendidikan Indonesia
6700,Pemerintah,PGSD UPI Kampus Serang,"Jl. Ciracas, Serang, Banten",,SERANG,Serang,D.32,D.32-Banten,42116,0254 200277,,,0254 200277,ajoupiserang@gmail.com,,,,,0,2017-07-06,,2020-12-04,,,,158.0,,916000050,(+62) 254200277,Universitas Pendidikan Indonesia
5050,Pemerintah,Pusat Penelitian dan Pengembangan Hutan,"Jl. Gunung Batu No. 5, Kotak Pos 165, Bogor",Gunung Batu No. 5,Bogor,Bogor,D.10,D.10-Jawa Barat,16610,0251 8633234,,,0251 8638111,afoco.comp3@yahoo.com,,,,,0,2018-04-26,,2020-12-04,,,,873.0,,712000242,(+62) 2518633234,Kementerian Lingkungan Hidup dan Kehutanan
7445,Pemerintah,Balai Penelitian dan Pengembangan Lingkungan Hidup dan Kehutanan Kupang,"Jl. Alafons Nisnoni (Untung Suropati) No. 7 (Belakang) PO BOX 69, Kupang",JL. Alfons Nisnoni (Untung Surapati) No. 7B Kupang,Kupang,Kupang,D.15,D.15-Nusa Tenggara Barat,85115,0380 823357,0380 833472,,0380 831068,aisuli@yahoo.com,,,,,0,2017-07-27,,2020-12-04,,,,873.0,,1215000009,"380 823472, 831068",Kementerian Lingkungan Hidup dan Kehutanan
9052,Pemerintah,Balai Taman Nasional Siberut,Jl. Khatib Sulaiman no.46 Padang,Jl. Khatib Sulaiman Nomor 46,Padang,Padang,D.03,D.03-Sumatera Barat,25173,0751-443516,,,,,,,,,0,2019-01-15,,2020-12-04,,,,873.0,,1217000151,(+62) 7517059986,Kementerian Lingkungan Hidup dan Kehutanan
8237,Pemerintah,Pusat Pengendalian Pembangunan Ekoregion Kalimantan,Jl. Jend. Sudirman no.19A Balikpapan,"Jl. Marsma  Iswahyudi, Balikpapan Selatan",Balikpapan,Balikpapan,D.19,D.19-Kalimantan Timur,76114,0542-738375,,,,,,,,,0,2017-11-10,,2020-12-04,,,,873.0,,313000179,(+62) 542738375,Kementerian Lingkungan Hidup dan Kehutanan
10880,Pemerintah,Balai Konservasi Sumber Daya Alam Kalimantan Timur,"Jl. Teuku Umar Rt. 34, Kel. Karang Asem Ilir Kec. Sungai Kunjang Samarinda","Jl. Teuku Umar Rt 34, Kel. Karang Asam Ilir, Kec. Sungai Kunjang",Samarinda,Samarinda,D.19,D.19-Kalimantan Timur,75126,,,,,admin@bksdakaltim.menlhk.go.id,,,,,0,2019-04-10,,2020-12-04,,,,873.0,,219000053,(0541)743556,Kementerian Lingkungan Hidup dan Kehutanan
9860,Pemerintah,Balai Taman Nasional Sebangau,"Jl. Mahir Mahar KM 1,2, Palangkaraya",,PALANGKA,Palangkaraya,D.18,D.18-Kalimantan Tengah,73111,,,,,sebagaukalteng@gmail.com,,,,,0,2018-10-11,,2020-12-04,,,,873.0,,1217000051,(+62) 811393395,Kementerian Lingkungan Hidup dan Kehutanan
8782,Pemerintah,Balai Taman Nasional Manupeu Tanah Daru dan Laiwangi Wanggameti,"Jl. Adam Malik KM. 05, Kelurahan Kambajawa, Waipangu, Sumba Timur, NTT","Jl. Adam Malik Km 5, Kel Kambajawa",Waingapu,Sumba Timur,D.16,D.16-Nusa Tenggara Timur,87112,0387 61914,,,,laiwangi5@gmail.com,,,,,0,2018-04-26,,2020-12-04,,,,873.0,,1216000054,38761940,Kementerian Lingkungan Hidup dan Kehutanan
6106,Pemerintah,Balai Taman Nasional Bukit Baka Bukit Raya,"Jl. Dr. Wahidin Sudirohusodo, No. 75, Sintang",,SINTANG,Sintang,D.20,D.20-Kalimantan Barat,78612,0565 23521,,,,,,,,,0,2017-02-20,,2020-12-04,,,,873.0,,1016000128,(0565)23521,Kementerian Lingkungan Hidup dan Kehutanan
6363,Swasta,Asosiasi Sel Punca Indonesia (ASPI),"Jl. Agatis Kampus IPB Dramaga, Bogor",Jl. Agatis,Bogor,Bogor,D.10,D.10-Jawa Barat,16680,,,,2518421823,aspiseminar@gmail.com,,,,,0,2017-04-04,,2020-12-04,,,,45.0,,112000829,(+62) 2518421823,Institut Pertanian Bogor (IPB)
7673,Pemerintah,Crestpent Press,kampus IPB Baranangsiang,Jl. Raya Pajajaran,Bogor,Bogor,D.10,D.10-Jawa Barat,16144,,,,,,,,,,0,2017-10-04,,2020-12-04,,,,45.0,,913000145,,Institut Pertanian Bogor (IPB)
4465,Swasta,Q Publisher,,Krakatau Vi/269,Depok,Depok,D.10,D.10-Jawa Barat,16417,,,,,q.publisherku@gmail.com,,,,,0,2016-06-20,,2020-12-04,,,,1281.0,2.0,713000074,,Q Publisher
20223,Pemerintah,Fakultas Teknik UPN Veteran Jakarta,Jalan Limo Raya No.7 Kelurahan Limo,Jalan Limo Raya,Depok,Depok,D.10,D.10-Jawa Barat,16515,021 7656904,,,,ft@upnvj.ac.id,,,,,0,2021-04-06,199608182019020992,2021-04-05,192.168.10.11,,,1928.0,,320000021,82123609997,Universitas Pembangunan Nasional Veteran Jakarta Selatan
21582,Swasta,Little Quokka,JL DADALI 3 NO 153/74 RT 04 RW 05 KECAMATAN ANDIR KELURAHAN GARUDA,,BANDUNG,Bandung,D.10,D.10-Jawa Barat,40293,,,,,,,,,,0,2021-06-02,Muh. Dzul Akhyar,,192.168.10.133,,,2641.0,,821000033,82117388386,PT Mangsi Loka Nusantara
16871,Swasta,CV. Salam Solutions,"Jl. Plawangan Bongas, Kecamatan Bongas",,INDRAMAYU,Indramayu,D.10,D.10-Jawa Barat,45255,,,,,redaksisalam.ped@gmail.com,,,,,0,2020-09-03,,2020-12-04,,,,2581.0,,1119000144,(+62) 83824731014,CV. Salam Solutions
9426,Pemerintah,Pusat Kajian Eropa Universitas Indonesia,"Gd perpustakaan Lama Lantai 1 Ruang A103, Kampus Universitas Indonesia, Depok",Kampus UI ,Depok,Depok,D.10,D.10-Jawa Barat,16424,0821 11132287,,,,ces@ui.ac.id,,,,,0,2018-10-30,,2020-12-04,,,,8.0,,517000001,82111132287,Universitas Indonesia
16232,Swasta,CV. Sequoia Epigraf Pustaka,Komplek Tutwuri Handayani B 50 Cibiru Wetan - Cileunyi Bandung 40625 ,,BANDUNG,Bandung ,D.10,D.10-Jawa Barat,40625,0811 2332 218,,,,bukuepigraf@gmail.com,,,,,0,2020-07-07,,2020-12-04,,,,2521.0,,316000165,8112332218,Epigraf
12692,Swasta,Balai Arkeologi Jawa Barat,"Jl. Raya Cinunuk Km. 17, Cileunyi Bandung 40623",Jalan Raya Cinunuk Km 17 Cileunyi,Bandung,Bandung ,D.10,D.10-Jawa Barat,40623,022-7801665,,,022-7803623,balar.jabar@kemdikbud.go.id,,,,,0,2019-10-28,,2020-12-04,,,,81.0,,718000103,(+62) 227801665,Kementerian Pendidikan dan Kebudayaan RI
8787,Pemerintah,Kantor Bahasa Banten,Jl. Bhayangkara no.17A Cipocok Jaya ,,SERANG,Serang,D.32,D.32-Banten,42121,0254-221079,,,,kantorbahasabanten@yahoo.co.id,,,,,0,2018-08-13,,2020-12-04,,,,81.0,,1216000051,(0254)221079,Kementerian Pendidikan dan Kebudayaan RI
918,Pemerintah,Balai Pelestarian Cagar Budaya Yogyakarta,"Jalan Raya Jogja-Solo Km. 15 Bogem, Kalasan, Sleman",,SLEMAN,Sleman,D.11,D.11-Daerah Istimewa Yogyakarta,55571,0274-496019,0274-496419,,,bp3diy@yahoo.com,,,,,0,2015-04-13,,2020-12-04,,,,81.0,,1219000012,(+62) 85292793741,Kementerian Pendidikan dan Kebudayaan RI
2131,Pemerintah,Balai Bahasa Bali," Jl. Trengguli I, no. 34 Tembau,  Denpasar Timur, Bali 80238",Jl. Trenguli I Nomor 34,Denpasar,Denpasar ,D.14,D.14-Bali,80238, (0361) 461 714,,, (0361) 463 656 ,balaibahasa_denpasar@yahoo.co.id,,,,,0,2015-08-14,,2020-12-04,,,,81.0,,414000016,(+62) (0361)461714,Kementerian Pendidikan dan Kebudayaan RI
2813,Pemerintah,Balai Arkeologi Bali,Jalan Raya Sesetan No 80,Jl. Raya Sesetan No. 80,Denpasar,Denpasar,D.14,D.14-Bali,80223,0361-224703,,,0361-228661,balar_denpasar@ymail.com; putu.eka@kemdikbud.go.id,,,,,0,2015-12-30,,2020-12-04,,,,81.0,,413000004,(+62) 361224703,Kementerian Pendidikan dan Kebudayaan RI
5108,Pemerintah,Balai Pelestarian Cagar Budaya Kalimantan Timur,Jalan H.A.M. Rifaddin no. 69 RT. 024,,SAMARINDA,Samarinda,D.19,D.19-Kalimantan Timur,75131,5414104522,,,5414104523,bpcb_samarinda@yahoo.com,,,,,0,2017-05-08,,2020-12-04,,,,81.0,,117000061,(0541)4104522,Kementerian Pendidikan dan Kebudayaan RI
5815,Pemerintah,Kantor Bahasa Kepulauan Riau,"Jl. Rumah Sakit 3, RT 01/RW 01 Tanjungpinang","Kompleks LPMP Kepulauan Riau, Jalan Tata Bumi Km 20, Ceruk Ijuk, Toapaya",Bintan,Tanjung Pinang,D.29,D.29-Kepulauan Riau,29125,077 316006,,,,kantorbahasakepri@yahoo.co.id,,,,,0,2016-12-28,,2020-12-04,,,,81.0,,1217000014,771316006,Kementerian Pendidikan dan Kebudayaan RI
3768,Pemerintah,Kantor Bahasa Kepulauan Bangka Belitung,"Jl. Yos SUdarso, 7, Kel Gabek, Pangkalpinang ","Jalan Pulau Bangka, Airitam",Pangkal Pinang,Pangkalpinang,D.30,D.30-Kepulauan Bangka Belitung,33149,0717 438455,,,0717 438455,kantorbahasababel@gmail,,,,,0,2019-06-19,,2020-12-04,,,,81.0,2.0,1118000146,(0717) 438455,Kementerian Pendidikan dan Kebudayaan RI
10978,Swasta,Balai Riset Budidaya Ikan Hias,"Jl. Perikanan No. 13, Pancoran Mas",Jl. Perikanan 13 Pancoranmas ,Depok,Depok,D.10,D.10-Jawa Barat,16436,021-7520482,,,,brbih@kkp.go.id,,,,,0,2019-04-01,,2020-12-04,,,,2141.0,,513000185,6221 7520482,Kementrian Kelautan dan Perikanan
274,Swasta,Literati,Jl. Kertamukti No. 63 Pisangan-Ciputat-Tangerang 15419,"Kertamukti No 63, Pisangan",Tangerang Selatan,Ciputat,D.32,D.32-Banten,15419,021-7421913,,,021-7421822,,,,,,1,2015-04-14,,2020-12-04,,,,37.0,1.0,912000103,217421913,Lentera Hati
275,Swasta,Buah Hati,Jl. Kertamukti No. 63 Pisangan-Ciputat-Tangerang 15419,"Kertamukti No.63, Pisangan",Tangerang Selatan,Ciputat,D.32,D.32-Banten,15419,021-7421913,,,021-7421822,"info@literahati.com, lisdiana@lenterahati.com",,,,,1,2015-04-15,,2020-12-04,,,,37.0,1.0,512000459,217421913,Lentera Hati
770,Swasta,UPH Press,"Lippo Village, Tangerang 15811. +62 21 5460901",,TANGERANG,,D.32,D.32-Banten,15811,,,,,uphpress@uph.edu,,,,,0,2015-04-09,,2020-12-04,,,,255.0,,512000200,021-5460901,UPH Press
712,Swasta,Gong Publishing,"Rumah Dunia, Komplek Hegar Alam No. 40, Ciloang, Serang, Banten",,SERANG,Serang,D.32,D.32-Banten,42118,0254-202861,81906311007,,,gongpublishing@yahoo.com,,,,,0,2015-04-08,,2020-12-04,,,,228.0,2.0,112000600,(+62) 81906311007,Gong Media Cakrawala
10525,Swasta,Pendidikan Biologi Untirta,"Jl. Raya Jakarta KM. 4, Serang, Banten",Jalan Raya Jakarta Km 04,Serang,Serang,D.32,D.32-Banten,42118,0254 280330,,,,pendidikanbiologi@untirta.ac.id,,,,,0,2019-03-25,,2020-12-04,,,,2081.0,,218000054,(0254)280330,Universitas Sultan Ageng Tirtayasa
5196,Pemerintah,UIN Syarif Hidayatullah,,Jl. Ir. H. Juanda no. 95 Ciputat,Tangerang Selatan,Ciputat,D.32,D.32-Banten,,,,,,,,,,,0,2018-01-20,,2020-12-04,,,,1.0,,1115000094,6221 7401925,UIN Syarif Hidayatullah Jakarta
9974,Swasta,Program Studi Pendidikan Bahasa dan Sastra Indonesia FKIP Universitas Muhammadiyah Tangerang,"Jl. Perintis Kemerdekaan 1/33, Cikokol-Kota Tangerang Selatan",Jl. Perintis Kemerdekaan Cikokol Kota Tangerang,Tangerang,Tangerang Selatan,D.32,D.32-Banten,15510,021-55730731,,,,"bersama_fkip@fkip-umt.ac.id, sultanwahyu13@gmail.com",,,,,1,2018-10-08,,2020-12-04,,,,2021.0,,117000006,(+62) 85771563816,Universitas Muhammadiyah Tangerang
263,Swasta,Bentang Belia,"Jl. Plemburan No. 1 Pogung Lor RT 11 RW 48 SIA XV Sleman, Jogja 55284 Indonesia",,SLEMAN,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55284,0274-889248/883753,,,0274-889248/883753,bentang.pustaka@mizan.com ,,,,,0,2015-04-10,,2020-12-04,,,,293.0,1.0,712000126,(0274) 2839636,"Bentang Pustaka, PT."
842,Swasta,Bentang Pustaka,"Jalan Palagan Tentara Pelajar No. 101 Jongkang RT/RW : 004/035, Sariharjo, Ngaglik Sleman Yogyakarta 55581",,SLEMAN,Sleman,D.11,D.11-Daerah Istimewa Yogyakarta,55581,0274-2839636,,,0274-883753,info@bentangpustaka.com,,,,,0,,,2021-01-19,,198406302019022016,192.168.10.104,293.0,1.0,712000083,(0274) 2839636,"Bentang Pustaka, PT."
467,Swasta,Rapha Publishing,Jalan Beo 38-40,Yogyakarta,SLEMAN,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55281,0274-561881,,,0274-588282,garammedia@yahoo.com,,,,,0,2015-03-31,,2020-12-04,,,,87.0,1.0,1118000003,(+62) 247555432,Penerbit Andi
479,Swasta,Rainbow,"Jalan Beo 38-40, Yogyakarta 55281",,SLEMAN,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55281,0274-561881,,,0274-588282,naskahandi@gmail.com,,,,,0,2015-03-31,,2020-12-04,,,,87.0,1.0,1218000089,(+62) 274561881,Penerbit Andi
767,Swasta,Sheila Publisher,Jalan Beo 38-40 Yogyakarta 55281,,SLEMAN,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55281,0274-561881 (Hunting),,,0274-588282,naskahandi@gmail.com; naskahgarammedia@gmail.com,,,,,0,2015-04-09,,2020-12-04,,,,87.0,1.0,1218000032,(+62) 274561881,Penerbit Andi
13652,Swasta,Lautan Pustaka,Jl. Beo 38-40 Yogyakarta 55281,,SLEMAN,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55281,0274-555432,8112926116,,,garammedia@gmail.com,,,,,1,2019-11-27,,2020-12-04,,,,87.0,,319000021,(0274)561881,Penerbit Andi
16051,Swasta,PBMR Andi,Jl. Beo 38-40 Yogyakarta 55281,,SLEMAN,Yogyakarta ,D.11,D.11-Daerah Istimewa Yogyakarta,55281,0274-561881,,,0274-523160,naskahgarammedia@gmail.com; editor_pmbr@andipublisher.com,,,,,0,2020-06-23,,2020-12-04,,,,87.0,1.0,319000020,(0274)561881,Penerbit Andi
717,Swasta,Badan Penerbit ISI Yogyakarta,"Jl. Parangtritis Km. 6,5 Yogyakarta",,BANTUL,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55188,0274 384106,,,,lib@isi.ac.id,,,,,0,2015-04-09,,2020-12-04,,,,231.0,2.0,1012000028,274384106,Badan Penerbit ISI Yogyakarta
830,Swasta,Kepel Press,"Puri Arsita A-6 Jl. Kalimantan, Purwosari, Ringroad Utara Yogyakarta",,YOGYAKARTA,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55112,0274-884500,,,0274-884500,amara_books@yahoo.com,,,,,0,2015-04-10,,2020-12-04,,,,295.0,,512000506,(+62) 274884500,Kepel Press
980,Pemerintah,Lukman Offset,,Jl. Haji Agus Salim No.50 ,Yogyakarta,,D.11,D.11-Daerah Istimewa Yogyakarta,55262,,,,,,,,,,0,2015-04-15,,2020-12-04,,,,359.0,1.0,814000013,274374649,Lukman Offset
1229,Swasta,Yayasan Tadulakota,"Ndalem Harjokusuman, Harjowinatan, PA I/773, Pakualaman","Ndalem Harjokusuman, Harjiwinatan, PAI/773 Pakualam",Yogyakarta,Yogyakarta,D.11,D.11-Daerah Istimewa Yogyakarta,55112,0274-496898,,,,yayasan_tadulakota@yahoo.co.id,,,,,0,2015-04-23,,2020-12-04,,,,431.0,1.0,812000052,62 274 496898,Yayasan Tadulakota
863,Swasta,Lily Publisher,Jl. Beo 38-40 Yogyakarta 55281,,SLEMAN,Yogyakarta ,D.11,D.11-Daerah Istimewa Yogyakarta,55281,0274-555432,8112926116,,,naskahgarammedia@gmail.com,,,,,0,2015-04-15,,2020-12-04,,,,312.0,1.0,1218000081,(+62) 274561881,Lily Publisher
