id,organization_id,province_id,city_id,district_id,village_id,photo,contact,fax,name,name_change,phone,website,address,postal_code,type,system_type,code_system,birth_certificate,statement_letter,status,created_at,updated_at,deleted_at,Golongan
361,,,,,,,Muhammad Taufik,,PT. PANCA TERRA FIRMA,,222510453,,ruko Jl. Imam Bonjol No. 40,,1.0,isbn,216000053.0,,,2,2019-10-15 15:36:51,2019-10-15 15:36:51,,1
362,,34.0,3402.0,3402130.0,3402130006.0,,81802556554,,K-MEDIA,,81802556554,,Laguna Spring Hill. B-03.,,1.0,isbn,1214000114.0,,,2,2019-10-15 17:40:49,2021-02-15 21:43:33,,2
373,,,,,,,Anisa,,CV. MEDINA KAREEM,,(+62) 511,,Ruko Kautsar Pramuka No.20,,1.0,isbn,319000061.0,,,2,2019-10-16 17:39:16,2019-10-16 17:39:16,,1
374,,,,,,,Isnul,,CV. AKALANKA PUBLISHER,,(+62)85394008849,, Btn Merdeka Blok F No 10,,1.0,isbn,719000111.0,,,2,2019-10-17 09:02:19,2019-10-17 09:02:19,,1
375,,31.0,3172.0,3172020.0,3172020001.0,,Rudi Hartono,,CERDAS INTERAKTIF,,(+62) 2129617008,,Jl. Gunung Sahari Iii No. 7,,1.0,isbn,816000087.0,,,2,2019-10-17 13:58:32,2020-06-02 15:45:45,,2
376,,,,,,,Didi Supriadi,,DIREKTORAT PASCASARJANA PENDIDIKAN UNIVERSITAS SARJANAWIYATA TAMANSISWA,,(0274) 564369,,Gedung Pascasarjana Pendidikan Universitas Sarjanawiyata Tamansiswa Jl. Kusumanegara No. 157,,1.0,isbn,1018000062.0,,,2,2019-10-18 06:23:20,2019-10-18 06:23:20,,2
377,,,,,,,"Dr. Endah Dwi Hastuti, M.Si ",,DEPARTEMEN BIOLOGI UNDIP,,2476480923,,"Jurusan Biologi Fakultas Sains Dan Matematika Undip Jl. Prof. Soedarto, Sh., Tembalang",,1.0,isbn,1213000102.0,,,2,2019-10-18 07:40:10,2019-10-18 07:40:10,,2
378,,11.0,1111.0,1111170.0,1111170012.0,,"Didi Pianda, ST., MSM",,PKBM AL-KHAWARIZMI,,(+62) 8116706096,,Jl. BTN AAF Block Q No. 3 Paloh Lada Kec. Dewantara Kab. Aceh Utara,,1.0,isbn,219000042.0,,,2,2019-10-18 09:39:45,2021-02-22 10:23:51,,2
379,,34.0,3402.0,3402130.0,3402130008.0,,Hero Wintolo,,SEKOLAH TINGGI TEKNOLOGI ADISUTJIPTO,,(0274) 451262,,Ged. Perpustakaan STTA Jl. Janti Blok-R Lanud Adisutjipto,,1.0,isbn,818000012.0,,,2,2019-10-18 11:18:18,2020-10-01 08:35:05,,2
380,,18.0,1872.0,1872021.0,1872021004.0,,Suhono,,CV. CREATIVE TUGU PENA,,(+62) 85768380726,,Gedung Perpustakaan Jl. Pare. Kel. Tejo Agung.  Kec.metro Timur. Kota Metro,,1.0,isbn,1019000017.0,,,2,2019-10-18 12:11:32,2020-07-01 03:50:42,,1
381,,,,,,,Efika Nurahmasari Lubis,,PT PUSTAKA INSAN MADANI,,(0274)4332394,,"Gedung Insan Madani Jalan Kenanga Nomor 256, Maguwoharjo, Depok",,1.0,isbn,512000411.0,,,2,2019-10-18 13:43:29,2019-10-18 13:43:29,,1
393,,,,,,,"Ubedilah Badrun, M.si",,LABORATORIUM SOSIOLOGI UNIVERSITAS NEGERI JAKARTA,,(+62) 2147882118,,"Ruang Laboratorium Sosiologi, Lantai 4, Gedung K - Fakultas Ilmu Sosial, Universitas Negeri Jakarta Jl. Rawamangun Muka",,1.0,isbn,516000092.0,,,2,2019-10-18 14:31:14,2019-10-18 14:31:14,,2
394,,31.0,3173.0,3173050.0,3173050002.0,,adminindomedia,,INDO MEDIA,,2154851524,,Jl. Diponegoro No.56 ,,1.0,edep,,,,2,2019-10-18 17:18:01,2019-11-12 08:25:15,,2
395,,34.0,3404.0,3404070.0,3404070002.0,,"Helmi Afroda, SIP.,M.IP",,INSTIPER PRESS,,85643499659,,"Jl. Nangka II, Maguwoharjo, Depok, Sleman, Yogyakarta ",,1.0,edep,,,,2,2019-10-18 17:20:49,2019-10-18 17:20:49,,2
396,,32.0,3203.0,3203200.0,3203200009.0,,Demang Fedi,,MULYABOOKSTORE,,81299042454,,Jl. Pangeran Hidayatullah Perum Limbangsari Indah No. 3 ,,1.0,edep,,,,2,2019-10-18 17:21:37,2019-10-18 17:21:37,,2
397,,12.0,1275.0,1275100.0,1275100004.0,,Syahid Ismail,,CV. MULTI GLOBAL MAKMUR,,(+62) 6180571052,,Perumahan Golden Palace B.30 Jalan Saudara Perumahan Golden Palace B.30 Kelurahan Beringin Kecamatan Medan Selayang,,1.0,isbn,719000046.0,,,2,2019-10-19 07:30:02,2020-07-07 16:43:59,,1
398,,,,,,,Ibnus Shofi,,CV. PARASURAMA EDUCATION,,85785522283,,Gedung Parasurama Lt. 1 Kejayan,,1.0,isbn,117000141.0,,,2,2019-10-19 14:23:47,2019-10-19 14:23:47,,1
399,,,,,,,"Dr. Wasid, SS., M.Fil.I",,PUSTAKA IDEA,,(+62) 818319175,, Jln. Bendulmerisi Gg. Sawah 2-a RT. I/RW. III Wonocolo,,1.0,isbn,512000429.0,,,2,2019-10-19 14:25:26,2019-10-19 14:25:26,,2
400,,13.0,1308.0,1308030.0,1308030008.0,,"Saprudin Abdul Hakim, S.pd.i",,CV. MAZAYA,,62811755767,,"Perum. Taman Yudha Mas Blok E.1 Kandang Lamo, Sarilamak Kec. Harau",,1.0,isbn,118000068.0,,,2,2019-10-21 00:11:24,2021-03-28 23:59:39,,1
401,,32.0,3273.0,3273111.0,3273111004.0,,Abdul Hakim,,CV. OMAN PUBLISHING,,(+62) 81319544445,,Kompleks Panghegar Jln. Pasangrahan Vi No.1 Rt 03 Rw 10,,1.0,isbn,718000161.0,,,2,2019-10-21 06:57:05,2019-11-11 14:03:16,,1
402,,35.0,3573.0,3573010.0,3573010009.0,,"Dr. Wasis D. Dwiyogo, M. Pd",,WINEKA MEDIA,,341711221,,Griya Blended Learning Indonesia Jl. Palmerah Xiii N29b,,1.0,isbn,1112000222.0,,,2,2019-10-21 07:53:23,2020-09-18 14:58:07,,2
403,,,,,,,Harjoni Hutabarat,,BINA PRESTASI INSANI,,81324000500,,LOPI Jl. Jatiwaringan Raya No 8,,1.0,isbn,812000088.0,,,2,2019-10-21 11:25:33,2019-10-21 11:25:33,,2
404,,,,,,,"Abdul Aziz, Se.",,KANZUN BOOKS,,318668881,,Percetakan Cv. Cakrawala Jl. Kusuma No. 28 Berbek Waru,,1.0,isbn,512000194.0,,,2,2019-10-21 11:34:01,2019-10-21 11:34:01,,2
405,,,,,,,"Dr. Yoseph Yapi Taum, M.hum",,HISKI KOMISARIAT USD,,81328815102,,Fakultas Sastra Universitas Sanata Dharma Kampus I Mrican,,1.0,isbn,218000033.0,,,2,2019-10-21 11:55:48,2019-10-21 11:55:48,,2
406,,35.0,3573.0,3573010.0,3573010011.0,,Teguh Arie Sandy,,CV. MULTIMEDIA EDUKASI,,(+62) 85232777747,,"Jln. Ki Ageng Gribig, Gang Kaserin MU No.36",,1.0,isbn,119000093.0,,,2,2019-10-22 02:34:35,2020-03-02 16:52:44,,1
407,,,,,,,Muhammad Roihan Rikza,,CV. LITERASI NUSANTARA ABADI,,(+62)85234830895,," Jl. Sumedang No. 319, Kepanjen, Malang",,1.0,isbn,217000088.0,,,2,2019-10-23 12:58:18,2019-10-23 12:58:18,,1
408,,,,,,,M. Affan Ramadhana,,UNCP PRESS,,(0471)22111,, Jl. Latammacelling 19,,1.0,isbn,112002454.0,,,2,2019-10-23 13:02:01,2019-10-23 13:02:01,,2
409,,35.0,3573.0,3573040.0,3573040007.0,,Amel,,PT KUANTUM BUKU SEJAHTERA,,(+62) 813-3570-1034,,Jl. Pondok Blimbing Indah Selatan X N6 No. 5,,1.0,isbn,1118000193.0,,,2,2019-10-23 14:18:37,2020-10-06 08:55:55,,1
410,,31.0,3171.0,3171010.0,3171010005.0,,Yulianti,,SALEMBA DINIYAH,,(+62) 217818616,,Gedung Leksika Jl. Raya Lenteng Agung No 101 Jagakarsa,,1.0,isbn,414000087.0,,,2,2019-10-23 14:43:28,2020-03-02 11:55:26,,2
411,,33.0,3308.0,3308150.0,3308150006.0,,Muh Herjan,,CV. TIDAR MEDIA,,87834201011,,"Rumah Bapak Suryadi Jl Kyai Asrof, Sengon, Trasan, Bandongan. RT03/RW03.",,1.0,isbn,218000040.0,,,2,2019-10-24 08:43:31,2020-03-17 21:57:34,,1
413,,31.0,3171.0,3171010.0,3171010005.0,,Yulianti,,SALEMBA INFOTEK,,(+62) 217818616,,Leksika Jl. Raya Lenteng Agung No 101 Jagakarsa,,1.0,isbn,719000118.0,,,2,2019-10-24 11:30:16,2020-03-02 11:58:21,,2
414,,31.0,3171.0,3171010.0,3171010005.0,,Yulianti,,SALEMBA TEKNIKA,,(+62) 217818616,,Gedung Leksika Jl. Raya Lenteng Agung No 101 Jagakarsa,,1.0,isbn,1015000155.0,,,2,2019-10-24 11:30:29,2020-03-02 11:57:25,,2
415,,,,,,,M. Musfiqon,,NIZAMIA LEARNING CENTER,,318913874,,RUKO VALENCIA AA-15 Gemurung-Sruni Km 1,,1.0,isbn,215000074.0,,,2,2019-10-24 11:44:33,2019-10-24 11:44:33,,2
416,,14.0,1473.0,1473010.0,1473010006.0,,"Surya Legowo, Sst.,m.si",,BPS KOTA DUMAI,,(+62) 7654300005,," Jalan Tuanku Tambusai, Bagan Besar, Bukit Kapur, Dumai",,1.0,isbn,217000033.0,,,2,2019-10-24 11:51:44,2019-10-24 11:57:56,,3
417,,32.0,3276.0,3276050.0,3276050004.0,,"Dr. Kushartanti, M.hum.",,FAKULTAS ILMU PENGETAHUAN BUDAYA UNIVERSITAS INDONESIA,,(+62) 217863528,,Gedung II Fakultas Ilmu Pengetahuan Budaya Universitas Indonesia. Kampus UI Depok Fakultas Ilmu Pengetahuan Budaya Universitas Indonesia. Kampus UI Depok,,1.0,isbn,1012000135.0,,,2,2019-10-24 13:26:31,2021-02-24 10:54:02,,2
418,,31.0,3173.0,3173030.0,3173030002.0,,teguh,,USERMUSIC,,546646,,Jakarta,,3.0,edep,,,,2,2019-10-25 07:58:25,2021-07-13 16:45:12,2021-07-13 16:45:12,2
419,,,,,,,"Dr. Ismail Tuanany, MM",,LP2M IAIN AMBON,,62 812-4802-6914,,"IAIN Ambon Jl. Dr. Tarmidji Taher Kelurahan Batu Merah Atas, Kec. Sirimau",,1.0,isbn,1116000082.0,,,2,2019-10-25 13:13:09,2019-10-25 13:13:09,,2
420,,,,,,,Bagian Bedah FK UNSRAT Manado,,BAGIAN BEDAH FAKULTAS KEDOKTERAN UNIVERSITAS SAM RATULANGI MANADO,,431834517,,BLU RSUP Prof. Dr. R.D. Kandou Manado Jln. Raya Tanawangko No.56 Malalayang  Manado,,1.0,isbn,214000053.0,,,2,2019-10-26 08:33:04,2019-10-26 08:33:04,,2
421,,32.0,3201.0,3201190.0,3201190010.0,,Heri Suwoto,,CV. IN MEDIA,,2182425377,,"Kantor In Media Villa Nusa Indah 3 Blok KD 3 No. 21 Bojong Kulur Ciangsana, Gunung Putri ,",,1.0,isbn,1112000142.0,,,2,2019-10-26 13:57:43,2019-10-26 14:01:12,,1
422,,,,,,,Wahyudi,,CV. GERBANG VISUAL,,85338005410,,"Gerbang Visual Jl. Cendrawasih Samping Btn Cendrawasih, Kelurahan Pekkabata, Kecamatan Polewali",,1.0,isbn,116000068.0,,,2,2019-10-26 21:00:14,2019-10-26 21:00:14,,1
423,,,,,,,Alamo S,,ALAMO SOFTWARE,,(+62) 21536500330,,Gedung  Jalan Panjang No. 3,,1.0,isbn,1116000096.0,,,2,2019-10-28 11:28:32,2019-10-28 11:28:32,,2
424,,,,,,,Dede Gunawan,,PT. THURSINA MEDIANA UTAMA,,(+62) 227802800,, Jl. Soekarno Hatta 825,,1.0,isbn,612000168.0,,,2,2019-10-28 11:32:13,2019-10-28 11:32:13,,1
426,,,,,,,Rahmat Saputra,,CV. CYBER MEDIA INDONESIA,,(+62) 82302340456,,Graha Cyber Media Jl. Khr. Syamsul Arifin Sukorejo ,,1.0,isbn,1019000140.0,,,2,2019-10-28 14:44:27,2019-10-28 14:44:27,,1
427,,31.0,3171.0,3171020.0,3171020004.0,,Rudihernanda,,RUDIHERNANDA,,81384862228,,Kalibata Timur raya ,,3.0,edep,,,,2,2019-10-29 09:26:22,2019-10-29 09:26:22,,2
428,,,,,,,M. Rizki Fauzan Se,,YAYASAN SUARA PEMASYARAKATAN,,(+62) 617388462,, Jl. Medan Batang Kuis No.65,,1.0,isbn,219000004.0,,,2,2019-10-29 10:53:36,2019-10-29 10:53:36,,2
429,,71.0,7105.0,7105112.0,7105112004.0,,85256348668,,BPS KABUPATEN MINAHASA SELATAN,,43022798,,"BPS Kabupaten Minahasa Selatan Trans Sulawesi, Desa Teep, Kec. Amurang Barat",,1.0,isbn,714000323.0,,,2,2019-10-29 11:11:46,2021-03-26 11:09:37,,3
430,,71.0,7171.0,7171032.0,7171032003.0,,Ahmad Rajafi,,FAKULTAS USHULUDDIN ADAB DAN DAKWAH IAIN MANADO,,(+62) +62431860616,,Ged. Fakultas Ushuluddin Adab Dan Dakwah Iain Manado Jl. Dr. S.h. Sarundajang Kawasan Ringroad I,,1.0,isbn,918000052.0,,,2,2019-10-29 12:36:30,2019-10-29 13:15:54,,2
431,,61.0,6171.0,6171010.0,6171010003.0,,81256738348,,IAIN PONTIANAK PRESS,,561734170,,Gedung Rektorat IAIN Pontianak Jalan Letjend Soeprapto No. 19,,1.0,isbn,914000113.0,,,2,2019-10-29 22:17:31,2019-10-29 22:22:12,,2
432,,35.0,3507.0,3507160.0,3507160010.0,,Anisa AE,,AEPUBLISHING,,85103414877,,"Jalan Banurejo Nomor 17 Kepanjen, Malang, Jawa Timur ",,1.0,edep,,,,2,2019-10-30 06:48:22,2019-10-30 06:48:22,,2
433,,35.0,3578.0,3578020.0,3578020004.0,,Dewi Masita,,PT. JEPE PRESS MEDIA UTAMA,,89516003434,,Jl. Karah Agung 45,,1.0,isbn,218000111.0,,,2,2019-10-30 11:11:00,2020-04-06 13:31:49,,1
434,,,,,,,Sewaka,,UNPAM PRESS,,(+62) 81329989829,,Gedung A Ruang 211 Jl. Surya Kencana No. 1,,1.0,isbn,217000053.0,,,2,2019-10-30 12:58:45,2019-10-30 12:58:45,,2
436,,33.0,3313.0,3313110.0,3313110005.0,,SETYAWAN JAYANTORO,,SETYAWAN JAYANTORO,,85799289928,,"Jl. Gambiranom 13, Gunungsari, RT1, RW24 ",,3.0,edep,,,,2,2019-10-30 14:33:46,2019-10-30 14:33:46,,2
437,,34.0,3404.0,3404050.0,3404050002.0,,FIRLIE NH,,FIRLIE NH,,8122994840,,Tlogo Ambarketawang RT 5 RW 28 Gamping Sleman ,,3.0,edep,,,,2,2019-10-30 14:34:29,2019-10-30 14:34:29,,2
438,,34.0,3402.0,3402140.0,3402140004.0,,Harly Yoga Pradana,,HARLY YOGA PRADANA,,81327005127,,Perumahan Puri Sewon Asri G-5 ,,3.0,edep,,,,2,2019-10-30 14:50:38,2019-10-30 14:50:38,,2
439,,12.0,1275.0,1275110.0,1275110001.0,,yasuper,,YASUPER,,(+62) 81269342587,,Jl. Medan Batang Kuis No.65 ,,1.0,edep,,,,2,2019-10-30 14:53:21,2019-10-30 14:53:21,,2
440,,36.0,3673.0,3673020.0,3673020012.0,,Anisul Furqon,,DESANTA MULIAVISITAMA,,81295422174,,"Ruko Kalodran Jl. Raya Jakarta Km 6,5 Kalodran Walantaka",,1.0,isbn,1116000090.0,,,2,2019-10-30 21:23:50,2020-03-08 13:13:08,,2
441,,,,,,,Hedy D. Rumambi,,POLIMDO PRESS,,(+62) 431815212,,Gedung Direktorat Politeknik Negeri Manado Jl. Politeknik Ds. Buha Kec. Mapanget,,1.0,isbn,917000052.0,,,2,2019-10-31 06:27:39,2019-10-31 06:27:39,,2
442,,33.0,3374.0,3374060.0,3374060004.0,,Peter de Vries,,PETER ANGGA BRANCO DE'VRIES MAU,,85726803366,,"Jl. Talang Candi Stom RT02/RW11 Jl. Geneng, Panggungharjo RT02/RW11, Sewon, Bantul, DI Yogyakarta",,3.0,edep,,,,2,2019-10-31 09:09:08,2019-11-03 00:12:21,,2
443,,94.0,9471.0,9471040.0,9471040001.0,,Septina Layan,,SEPTINA ROSALINA LAYAN,,81328832280,,Kamp. Swakarsa. Gurabesi. Jayapura ,,3.0,edep,,,,2,2019-10-31 09:09:40,2019-10-31 09:09:40,,2
444,,,,,,,Sartono,,CV. ASMORO MEDIATAMA,,81219931998,,"Pertokoan H. Konin Jl. Pajajaran No.4a Rt.003/003 Pamulang Barat, Tangerang Selatan",,1.0,isbn,214000058.0,,,2,2019-10-31 14:15:59,2019-10-31 14:15:59,,1
445,,35.0,3578.0,3578100.0,3578100003.0,,Antonius Subandrio,,ANTONIUS SUBANDRIO,,81554242352,,Pucangan 5 No 8a Surabaya ,,3.0,edep,,,,2,2019-10-31 18:27:48,2019-10-31 18:27:48,,2
447,,35.0,3578.0,3578070.0,3578070002.0,,pras,,PRASIWAN,,89677451487,,Medayu Utara 27c/ no.12c ,,3.0,edep,,,,2,2019-10-31 19:24:30,2019-10-31 19:24:30,,2
448,,52.0,5271.0,5271030.0,5271030005.0,,saipul hamdi,-,PULHAM MEDIA,,81392435641,,Kantor Sekretariat Pulham Media Jl. Purbasari No.5 ,,1.0,edep,,,,2,2019-10-31 20:41:35,2019-10-31 20:41:35,,2
449,,11.0,1171.0,1171040.0,1171040012.0,,Muhammad Sufri,,MADANI PUBLISHER,,(+62) 8116888292,, Jalan Teuku Nyak Arief No 7 Lamgugop Syiahkuala,,1.0,isbn,117000102.0,,,2,2019-11-01 07:22:45,2019-11-01 07:33:07,,2
450,,61.0,6107.0,6107140.0,6107140006.0,,Muhammad Rian Subekti,,PERKUMPULAN KARIR DOSEN INDONESIA,,(+62) 85751538406,, Jl. Pertamina Sengkuang Km 4 Sintang,,1.0,isbn,1118000055.0,,,2,2019-11-01 09:13:31,2019-11-01 09:24:58,,2
451,,32.0,3273.0,3273010.0,3273010008.0,,Kimung,,THE DEVIL AND THE DEEP BLUE SEA,,82130969719,,Perum Cijerah I No 90 RT 002/005 Bandung Kulon ,,3.0,edep,,,,2,2019-11-01 16:37:11,2019-11-01 16:37:11,,2
452,,32.0,3273.0,3273060.0,3273060003.0,,reza rizky,,TRANCEPOST,,859152774085,,jl.ancol babakan garut rt/rw 003/008 ,,3.0,edep,,,,2,2019-11-01 17:06:38,2019-11-01 17:06:38,,2
453,,34.0,3471.0,3471010.0,3471010003.0,,Krisna Tompo,,KRISNA PRADIPTA TOMPO,,81328217280,,Mangkuyudan MJ 3/203 RT 20 RW 06 ,,3.0,edep,,,,2,2019-11-01 17:07:05,2019-11-01 17:07:05,,2
454,,32.0,3273.0,3273230.0,3273230001.0,,Iman firmansyah,,MUHAMMAD IMAN FIRMANSYAH,,82117575089,,Jl. Pelesiran X . No. 112/35b ,,3.0,edep,,,,2,2019-11-01 17:07:54,2019-11-01 17:07:54,,2
455,,32.0,3213.0,3213150.0,3213150005.0,,Wahyuwinata,,MALIRE,,81382000246,,"Dusun Sarmalaka, Parigi Mulya, Cipunagara, Subang ",,3.0,edep,,,,2,2019-11-01 17:08:15,2019-11-01 17:08:15,,2
456,,32.0,3217.0,3217110.0,3217110002.0,,rmferaldip,,RM FERALDI P,,895375529173,,komplek graha puspa blok e3 no.12b ,,3.0,edep,,,,2,2019-11-01 17:08:46,2019-11-01 17:08:46,,2
457,,32.0,3204.0,3204260.0,3204260004.0,,riyan rastian,,LALAKON,,895361534106,,jl. terusan kopo no.334 002/003 ,,3.0,edep,,,,2,2019-11-01 17:43:50,2019-11-01 17:43:50,,2
458,,32.0,3273.0,3273050.0,3273050004.0,,dicky,8112004092,DICKYPERMADI,,8112004092,,gg pabaki v no 40 gg pabaki v no 40,,3.0,edep,,,,2,2019-11-01 17:53:33,2019-11-01 18:56:38,,2
459,,32.0,3273.0,3273090.0,3273090001.0,,Zulfikar etsa,,PASUKAN PERANG,,81224302248,,Cijawura hilir no 31 rt 002 / rw 012,,3.0,edep,,,,2,2019-11-01 17:54:04,2020-06-04 14:56:56,,2
460,,32.0,3208.0,3208140.0,3208140007.0,,Pandu Bimantara,,KOS GLOBALINDO GROUP,,81324313965,,Kos Gllobalindo Jl. Wahana II No. 14 BTN Cigugur,,1.0,isbn,819000052.0,,,2,2019-11-01 21:20:13,2019-11-01 21:29:07,,2
473,,52.0,5204.0,5204082.0,5204082006.0,,juanda,371625848,Fakultas Keguruan dan Ilmu Pendidikan Universitas Samawa,,6282315757015,,"Jln. Raya by Pass Sering, Unter Iwes 84316 ",,1.0,edep,,,,2,2019-11-02 08:47:49,2019-11-02 08:47:49,,2
474,,32.0,3208.0,3208040.0,3208040002.0,,Yogi Iskandar,,DOZENGLOBALINDO,,82318400217,,Jl. Selajambe Kuningan RT 05/RW 01 ,,1.0,edep,,,,2,2019-11-02 08:48:47,2019-11-02 08:48:47,,2
475,,32.0,3204.0,3204250.0,3204250002.0,,teguhsutasman,,RAJAKELANA,,817216181,,Jalan Permai 5 No. 12 Margahayu Permai ,,3.0,edep,,,,2,2019-11-02 08:49:00,2019-11-02 08:49:00,,2
476,,63.0,6371.0,6371040.0,6371040005.0,,sumasnohadi,,ARTIKATA,,81328516583,,"Jl. S Adam, Komp Bumi G Lestari, Jlr 5 No 15 ",,1.0,edep,,,,2,2019-11-04 10:51:50,2019-11-04 10:51:50,,2
477,,71.0,7102.0,7102250.0,7102250005.0,,Seksi IPDS BPS Kabupaten Minahasa,,BPS KABUPATEN MINAHASA,,431321155,,Gedung BPS Kabupaten Minahasa Jl. Dotulolong Lasut,,1.0,isbn,714000155.0,,,2,2019-11-04 13:32:25,2019-11-04 13:34:21,,3
478,,,,,,,Hendra Wahyudi,,CV INSAN CENDEKIA PALEMBANG,,(+62) 8117812229,,Komplek Taman Indah Maskarebet Jl. Rajawali 1 Blok Fh No. 21 Rt. 60 Rw. 04,,1.0,isbn,817000060.0,,,2,2019-11-04 18:21:20,2019-11-04 18:21:20,,1
490,,,,,,,Rohanda,,JURUSAN BAHASA DAN SASTRA ARAB FAKULTAS ADAB DAN HUMANIORA UIN SUNAN GUNUNG DJATI,,(+62) 81221153371,,"Fakultas Adab Dan Humaniora, Uin Sunan Gunung Djati Bandung Jl. AH. Nasution 105, Cibiru Bandung",,1.0,isbn,518000020.0,,,2,2019-11-05 09:09:39,2019-11-05 09:09:39,,2
493,,15.0,1571.0,1571011.0,1571011001.0,,Samsu,,PUSAKA JAMBI,,(+62) 82125601232,,Jl. Kampung Bugis Rt 35 Kelurahan Kenali Besar Kec. Alam Barajo,,1.0,isbn,118000131.0,,,2,2019-11-05 10:32:22,2020-12-30 11:10:02,,2
494,,35.0,3516.0,3516091.0,3516091002.0,,"Rifa'atul Laila Mahmudah, Mfarm.klin",,STIKES MAJAPAHIT MOJOKERTO,,62321 329915,,Gedung Lppm Stikes Majapahit Jl Raya Gayaman Km 02 Mojoanyar Mojokerto,,1.0,isbn,1117000079.0,,,2,2019-11-05 12:48:16,2020-03-11 12:16:53,,2
495,,,,,,,Hamidulloh Ibda,,CV. PILAR NUSANTARA,,(+62) 8562674799,,"Gedung Cv. Pilar Nusantara Jl. Soekarno Hatta No. 31 Palebon, Pedurungan",,1.0,isbn,917000112.0,,,2,2019-11-06 00:20:00,2019-11-06 00:20:00,,1
496,,,,,,,Kamelia,,CV. SILALATU,,(+62) 232899061,, Jl. Pesona Alam,,1.0,isbn,414000058.0,,,2,2019-11-06 05:21:11,2019-11-06 05:21:11,,1
497,,35.0,3525.0,3525090.0,3525090001.0,,Ahmad Faizin Karimi,,CV. CAREMEDIA COMMUNICATION,,81554040404,,Jl. Sadewa Jl. Sadewa Kecamatan Kedanyang,,1.0,isbn,616000012.0,,,2,2019-11-06 10:05:11,2019-11-06 10:07:53,,1
498,,33.0,3372.0,3372040.0,3372040010.0,,Sutarno,,PASCASARJANA UNIVERSITAS SEBELAS MARET,,(+62) 271632450,,Gedung Pascasarjana Jl Ir Sutami No 36a,,1.0,isbn,112001399.0,,,2,2019-11-06 10:34:03,2020-07-14 17:02:29,,2
499,,35.0,3578.0,3578120.0,3578120002.0,,Kamsul Anam,,CV PUSTAKA MEDIA,,(+62) 315661023,,Dukuh Pakis IV No 10,,1.0,isbn,512000469.0,,,2,2019-11-06 10:42:17,2020-06-10 12:18:41,,1
500,,35.0,3516.0,3516091.0,3516091001.0,,Rifaatul Laila Mahmudah,321329915,STIKESMAJAPAHIT,,8155138722,,Dusun Tegal Sari RT 22 RW 7 ,,1.0,edep,,,,2,2019-11-06 13:45:03,2019-11-06 13:45:03,,2
501,,32.0,3208.0,3208140.0,3208140010.0,,PANDU HAMZAH,,CV SILALATU,,82117581977,,perum pesona alam blok C3 No. 2 Kuningan ,,1.0,edep,,,,2,2019-11-06 13:45:18,2019-11-06 13:45:18,,1
502,,,,,,,Anisa Nadiarachma,,ANARA PUBLISHING HOUSE,,(+62) 82139814426,, Jl. Gajah Mada Gang. 23 Lingk. Condro Selatan Rt 004 / Rw 010,,1.0,isbn,418000014.0,,,2,2019-11-06 20:44:32,2019-11-06 20:44:32,,2
503,,35.0,3578.0,3578170.0,3578170001.0,,Prakrisno Satrio,,UNIV '45 SBY PRESS,,(+62) 315611214,,Komplek Gedung Juang 45  Jl. Mayjen Sungkono 106,,1.0,isbn,1218000070.0,,,2,2019-11-07 08:29:29,2021-03-23 17:39:17,,2
504,,35.0,3526.0,3526010.0,3526010009.0,,Taufik Rizal Dwi Adi Nugroho,,UTM PRESS,,8123105916,,"Softskill Lt. 3 Jl. Raya Telang, Kamal",,1.0,isbn,712000252.0,,,2,2019-11-08 04:41:24,2020-09-07 11:45:54,,2
508,,13.0,1303.0,1303110.0,1303110008.0,,Ramadhan Fitria,,LEMBAGA PENDIDIKAN DAN PELATIHAN BALAI INSAN CENDEKIA,,(+62) 81372725118,,"Ged. Lembaga Pendidikan Dan Pelatihan Balai Insan Cendekia Perum Bti No. 53, Jorong Kajai, Nagari Koto Baru",,1.0,isbn,1018000173.0,,,2,2019-11-08 15:31:47,2020-06-24 13:16:50,,2
513,,33.0,3372.0,3372040.0,3372040010.0,,"Dra. Prahastiwi Utari, M.Si., Ph.D.",,FAKULTAS ILMU SOSIAL DAN POLITIK UNIVERSITAS SEBELAS MARET,,(+62) 271663483,,"FISIP UNS, Jl. Ir. Sutami No. 36a, Kentingan, Jebres,",,1.0,isbn,217000070.0,,,2,2019-11-09 22:13:12,2019-11-09 22:23:22,,2
514,,32.0,3204.0,3204290.0,3204290006.0,,"Dr. Yunus Abidin, M.pd.",,UPI KAMPUS CIBIRU,,(022) 7801840,,Kampus Upi Di Cibiru Jl. Raya Cibiru Km. 15,,1.0,isbn,316000002.0,,,2,2019-11-10 20:52:42,2019-11-10 20:58:30,,2
515,,32.0,3201.0,3201100.0,3201100002.0,,Irmawati,,CV. RAGAMULYA INSTITUTE,,(+62)81215852015,,Kp. Pondok Menteng No 23 Rt 03 Rw 02 Ds Citapen Kec. Ciawi,,1.0,isbn,118000009.0,,,2,2019-11-10 20:52:54,2020-05-14 13:13:09,,1
516,,32.0,3273.0,3273141.0,3273141002.0,,Dr. Hendrati Dwi Mulyaningsih,,YAYASAN SINERGI RISET DAN EDUKASI,,(+62) +628112207292,,"Jl.  Nyaman 31, RT01 RW23",,1.0,isbn,617000091.0,,,2,2019-11-11 06:32:22,2020-03-02 11:55:48,,2
